,title,desc,date,datetime,link,img,media,site
0,The Inside Story of Microsoft's Partnership with OpenAI,,3 days ago,2023-12-01 07:16:16.417645,news.google.com/articles/CBMiZGh0dHBzOi8vd3d3Lm5ld3lvcmtlci5jb20vbWFnYXppbmUvMjAyMy8xMi8xMS90aGUtaW5zaWRlLXN0b3J5LW9mLW1pY3Jvc29mdHMtcGFydG5lcnNoaXAtd2l0aC1vcGVuYWnSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/uS28FicKfOopgCE2pdyROuGdo97U-yDrRj1FvCgIHoXG-29t8krUkdK5UjQZsWzqcKHAvqnEB7R0Z4BLlHwlm-g12kO17_SUIgogWYVoAXyeegtVuETWNgJ-A83ns9y_2KHFCTSXJkN7LAlbCfIUn-lGSXEBO_gYImZw3A=s0-w200-h112-dcpVSIraEH,The New Yorker,
1,Microsoft secures nonvoting board seat at OpenAI,,5 days ago,2023-11-29 07:16:16.418681,news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTEvMjkvbWljcm9zb2Z0LXNlY3VyZXMtbm9uLXZvdGluZy1ib2FyZC1zZWF0LWF0LW9wZW5haS0uaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/mpOzLArvzA_DiPYfvJGw5H18aVpmnfANxWrRBzXVke2c9qK80XTCI8xw0dp6tTApXlX00gOc-Ln-rDse32ODSHx1TeGgBbR8hM2E5R7wVT7cM2dv3JClvk4KCXf3G-9aiZP3tuDP15QVJmex-qEiokOqQqbeNCPR1_YgbZ1LBlFec0lRt7xWmsEG9HmwlmywRLIYjwoN5meY2Ww2LeHq1e_c1mQWZnfNc0gCq-Ck4Tw=s0-w200-h112-dcKWSMrrEG,CNBC,
2,Microsoft Needs a Better Seat at OpenAI's Table,,Nov 27,,news.google.com/articles/CBMiU2h0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9haS9taWNyb3NvZnQtbmVlZHMtYS1iZXR0ZXItc2VhdC1hdC1vcGVuYWlzLXRhYmxlLTY0YmMzYzNi0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/sz4LchRkDTM3yHgB8m3TJM8taLfs0B6lzWCH6NbHLSP1P_pownzJ8AHc15qIIbV8gdQXktdnRymcrAsXesZHKS_zI3YqX7ZC-TvTk8XLfFo=s0-w200-h112-dciVOWpqII,The Wall Street Journal,
3,"AWS unveils 'Amazon Q' AI assistant, jabs at Microsoft and OpenAI ...",,6 days ago,2023-11-28 07:16:16.420499,news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmdlZWt3aXJlLmNvbS8yMDIzL2F3cy11bnZlaWxzLWFtYXpvbi1xLWFpLWFzc2lzdGFudC1qYWJzLWF0LW1pY3Jvc29mdC1hbmQtb3BlbmFpLWF0LXJlaW52ZW50L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Fh0tzA8w2xg33TkQkSKzmeo92ddVDajJxncbWbsXiMH9IV0gomHO4Kd7GbEzh9Y0muPnuVzjlag5g_yg2PJ6Ba-IUvVuelEwv69FKcJ8Fq1_h52J9WWQdGzTvQ=s0-w200-h112-dcGUIM,GeekWire,
4,AI wars: Amazon is coming for Microsoft and Google,,4 days ago,2023-11-30 07:16:16.421417,news.google.com/articles/CBMiX2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9haS13YXJzLWFtYXpvbi1pcy1jb21pbmctZm9yLW1pY3Jvc29mdC1hbmQtZ29vZ2xlLTIxMTQzNjE5Ny5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/AklVboCX3GMyekmUg-lgUjTQQ1nHDh4jVROdglq3WjA5NNB_9mTRrD3gypXWt-7hK8RNaqNaD4hrQukQ8xzDhE-VxahIs55uaVKqiisDxhDWX7gEnYgZ-jIYCs2WRr-Sf660eHNfJM54CLdT54nWAPlyVu0-ovTGS9LcVSlw1ZYqL9nHQPLchdajtESSrhpvTokC9zNFhZFP4UdMHTpQjKejE7RmzX2QqiwonD2npnfKSCRm9qyJ61UbJIfnm_vNd6lLWGf4Wh31hE1cFaQKdoj1H7M1rXiA7A=s0-w200-h112-dcARCCaw1jLdJ4LD0,Yahoo Finance,
5,Amazon Q: AWS' answer to Microsoft’s GPT-driven Copilot,,6 days ago,2023-11-28 07:16:16.422292,news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmNvbXB1dGVyd29ybGQuY29tL2FydGljbGUvMzcxMTI2Ny9hbWF6b24tcS1hd3MtYW5zd2VyLXRvLW1pY3Jvc29mdC1zLWdwdC1kcml2ZW4tY29waWxvdC5odG1s0gFsaHR0cHM6Ly93d3cuY29tcHV0ZXJ3b3JsZC5jb20vYXJ0aWNsZS8zNzExMjY3L2FtYXpvbi1xLWF3cy1hbnN3ZXItdG8tbWljcm9zb2Z0LXMtZ3B0LWRyaXZlbi1jb3BpbG90LmFtcC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/1UXow39aQQS5V18tvGy6yNfzhJcjTY8hxOjXMt-6m67OUQMFnxkF5Ct4EXxtesRJrhn4MyN99PY-x3fUR-BNuLtWxqYFeS9zsIg9Ego6LBPxJ4seWtPCoUYZlAx3k2pcNet5uE5KEy2rpc8qB0hzE9rC2Nv9ZabzqoXrrxyElt9_Ug=s0-w200-h112-dcoaSUzbkG,Computerworld,
6,"Our investment in AI infrastructure, skills and security to boost the ...",,4 days ago,2023-11-30 07:16:16.423159,news.google.com/articles/CBMiZGh0dHBzOi8vYmxvZ3MubWljcm9zb2Z0LmNvbS9vbi10aGUtaXNzdWVzLzIwMjMvMTEvMzAvdWstYWktc2tpbGxpbmctc2VjdXJpdHktZGF0YWNlbnRlcnMtaW52ZXN0bWVudC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/tAgjBdzNIMtl-S2RGfkxqDidmZzo7MGsUZDBiZVlN-uLvT6chfUv819Z_5BmZyT4RED_d7q4m8CdK_onmJ_xu7l-ksXqPEIqmPWJipbrv2Kg3zEM1cwcoJyPEBqiHxCLeugzW1KeXH2VKLE=s0-w200-h112-dcAXAI,Microsoft,
7,Microsoft president says no chance of super-intelligent AI soon,,4 days ago,2023-11-30 07:16:16.424023,news.google.com/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvbWljcm9zb2Z0LXByZXNpZGVudC1zYXlzLW5vLWNoYW5jZS1zdXBlcmludGVsbGlnZW50LWFpLXNvb24tMjAyMy0xMS0zMC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/djwZFxkLnOGLL2fQi_xzYegHjpfOvXu5odj0tlic0Ap4wWWeYr6I1VZ19_dnBKuRN2bJR6eZNljdFbKyhLxbjmAp8QYseL8oCNOtjdSrSxUKG_qwK6UjkAnQO7mkLjzNI77Gv_RfFthPOHM_iRal3foRap-TF0g=s0-w200-h112-dcPWOMUqkG,Reuters,
8,Fake AI-generated woman on tech conference agenda leads ...,,6 days ago,2023-11-28 07:16:16.424916,news.google.com/articles/CBMibmh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3RlY2gtY29uZmVyZW5jZS1mYWtlLXdvbWVuLWFpLWdlbmVyYXRlZC1kZXZ0ZXJuaXR5LTk4ZWQ1NTFlOTBlYzQ5ZTgxNTg5Y2M5Mjg3MTVhZTNj0gEA?hl=en-US&gl=US&ceid=US%3Aen,,The Associated Press,
9,Exclusive: Google pushes for antitrust action against Microsoft in UK ...,,4 days ago,2023-11-30 07:16:16.425848,news.google.com/articles/CBMib2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvZ29vZ2xlLXB1c2hlcy1hbnRpdHJ1c3QtYWN0aW9uLWFnYWluc3QtbWljcm9zb2Z0LXVrLWNsb3VkLW1hcmtldC0yMDIzLTExLTMwL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/5t2jukl5JEGLI2S5gSagWubfT1rYcr_UVbO9V4jvvizVTjQMdNUiWi8XlirEpero6EUpLVJNmS4l3CBtQPSeRd8J-_hji7FxSGsaWmxt4C7Ycsp3-q8wQCusxMi7DCayM8GGIR9hd5062MnCrlx_zegWrBJvIzc=s0-w200-h112-dcgYCOhTQmmWsC,Reuters,
10,Holiday 'Bliss': Microsoft's latest ugly sweater features iconic ...,,6 days ago,2023-11-28 07:16:16.426754,news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmdlZWt3aXJlLmNvbS8yMDIzL2hvbGlkYXktYmxpc3MtbWljcm9zb2Z0cy1sYXRlc3QtdWdseS1zd2VhdGVyLWZlYXR1cmVzLWljb25pYy13aW5kb3dzLXhwLWRlc2t0b3AtaW1hZ2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Z7ekGV3kR47pAMTKfwffY4gFHvS6elVCfJs_3kCRFDRBVH3GClOMtr3MeMsAf2nVdSGAUXjXVbieGN4QwSUk_nO40IjJspAa8qFMBgUsdzfRcCJsj4NM5yPjYSpvGqzf3Xc554QN=s0-w200-h112-dcnTSYip0J,GeekWire,
11,Microsoft is in talks with partners about launching an Xbox mobile store,,3 days ago,2023-12-01 07:16:16.427653,news.google.com/articles/CBMia2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8xMi8wMS9taWNyb3NvZnQtaXMtaW4tdGFsa3Mtd2l0aC1wYXJ0bmVycy1hYm91dC1sYXVuY2hpbmctYW4teGJveC1tb2JpbGUtc3RvcmUv0gFvaHR0cHM6Ly90ZWNoY3J1bmNoLmNvbS8yMDIzLzEyLzAxL21pY3Jvc29mdC1pcy1pbi10YWxrcy13aXRoLXBhcnRuZXJzLWFib3V0LWxhdW5jaGluZy1hbi14Ym94LW1vYmlsZS1zdG9yZS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/pXLliFjXLCaSD9Nz0dgWHtnHcN6z9m0D7ppRSe9qikh9gi_JC1QD7az2fxjhbYlpi_xxRvMlGYw4nsfJ2BIIEhbsx1CituTfu3em3PS3EHdxa3u6zxXXTEBem_4pcmd8lJy-Nm6kvoUaH79Akw=s0-w200-h112-dchXGI89QjbHIB,TechCrunch,
12,UNFCCC partners with Microsoft to use AI and advanced data ...,,5 days ago,2023-11-29 07:16:16.428512,news.google.com/articles/CBMiuwFodHRwczovL25ld3MubWljcm9zb2Z0LmNvbS8yMDIzLzExLzI5L3VuZmNjYy1wYXJ0bmVycy13aXRoLW1pY3Jvc29mdC10by11c2UtYWktYW5kLWFkdmFuY2VkLWRhdGEtdGVjaG5vbG9neS10by10cmFjay1nbG9iYWwtY2FyYm9uLWVtaXNzaW9ucy1hbmQtYXNzZXNzLXByb2dyZXNzLXVuZGVyLXRoZS1wYXJpcy1hZ3JlZW1lbnQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,,Microsoft,
13,Snag This All-in-One Microsoft Bundle for Just $50 Today Only at ...,,15 hours ago,2023-12-03 16:16:16.429735,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmNuZXQuY29tL2RlYWxzL3NuYWctdGhpcy1hbGwtaW4tb25lLW1pY3Jvc29mdC1idW5kbGUtZm9yLWp1c3QtNTAtdG9kYXktb25seS1hdC1zdGFja3NvY2lhbC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/hGz9-1b4mu40UGBIRU0rONLN91sTJr9c3luy2-3ISd8tSzrk9bceOu0EjWl_OPHqeVk8mafcpY9ogifpGqSa1GRIMYDtjxubq_pQbviUNGUHRX5EgQY-tPLObMSq14qvyRNUQQGx1iUYcdXCLUkraoQknQ-54qyJs-992w1yJ8fq_L5HkeIDopIDb7Cmins9Pm-VJW107BXB2lkNlnlKmcTmcFJ388cbqHNIp6lO0JML8HUm47aP5kDbU0rE6ljMjmIeVmisiPGhALrQAn3grWx8YBRTPezHs_BDzG9tRVs8u-UyElVcv-37w3P7bgkAiPf-xSNN=s0-w200-h112-dcKXWMzjEF,CNET,
14,"Experienced Copilot help is hard to find, warns Microsoft MVP",,5 days ago,2023-11-29 07:16:16.430763,news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzExLzI5L2NvcGlsb3RfY29tcGV0ZW5jZV9zY2FyY2Uv0gFFaHR0cHM6Ly93d3cudGhlcmVnaXN0ZXIuY29tL0FNUC8yMDIzLzExLzI5L2NvcGlsb3RfY29tcGV0ZW5jZV9zY2FyY2Uv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/5MbMfaCiGdVTxSwr3EwGN6BJ5t6rPUQDr6DiUqWeR0Vz_wHVY6ex_dZvGtxgd6dmw0GoOqiP3Y0rIjQMWQMOSULTCIAk1UOGKGSmpZa61RZxr7WqklJ9gg=s0-w200-h112-dcrVWOzqUF,The Register,
15,Microsoft Paint adds DALL-E-powered text-to-image generator in ...,,5 days ago,2023-11-29 07:16:16.431750,news.google.com/articles/CBMifmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzExLzI5LzIzOTgxMzEwL21pY3Jvc29mdC1tcy1wYWludC1jb2NyZWF0b3Itb3BlbmFpLWFpLWRhbGwtZS0zLXRleHQtdG8taW1hZ2UtZ2VuZXJhdG9yLWF2YWlsYWJsZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/u2P8b8u1uWnYBzvorJ2WEpsgoHBbhYo60u6dDge7RWNIoYVNKaqKXsZkNbT58-KNjfaW_DRqO1hZ-xDAlsurrWSsWEfVSbL2bk37kdHSboOHzsErHxieiRYhFUVna77xBBkWqWeYKb6ScKW0z9SzDd8QutB-ABaD6g0QUm9JbgbKqFZFJ4BvONWQUl-1giVK4Qa8KlckOP7tRh4r2QFh8cTq7vzpeVdt05EUaUlXUZPP7wjUyNMyN7Hl_Dw5dZa6XPC0qu06yScHrFckIuCBg5K5azMbeA=s0-w200-h112-dcBUKMRT4F,The Verge,
16,Microsoft announces quarterly dividend - Stories,,6 days ago,2023-11-28 07:16:16.432665,news.google.com/articles/CBMiUGh0dHBzOi8vbmV3cy5taWNyb3NvZnQuY29tLzIwMjMvMTEvMjgvbWljcm9zb2Z0LWFubm91bmNlcy1xdWFydGVybHktZGl2aWRlbmQtMjEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,,Microsoft,
17,"Microsoft guts Microsoft Rewards points, and its fans are outraged",,3 days ago,2023-12-01 07:16:16.433589,news.google.com/articles/CBMibmh0dHBzOi8vd3d3LnBjd29ybGQuY29tL2FydGljbGUvMjE2MDQxNC9taWNyb3NvZnQtZ3V0cy1taWNyb3NvZnQtcmV3YXJkcy1wb2ludHMtYW5kLWl0cy1mYW5zLWFyZS1vdXRyYWdlZC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Mlr6PH68-K73V_S5NIe-8DZOKj95OouyAOHWFA9fNk2h35z9pSKFkH57yV39bfxABOBlLl-lNxztv-bsDRcZhkQF1ISDPc75B_xDvQrDDWwLoYSbj-YrNSDutBooshJuoZJK01LNihqgLNB0=s0-w200-h112-dcAUGgAyMK,PCWorld,
18,Microsoft rivals asked if Teams offer addresses concerns -EU ...,,6 days ago,2023-11-28 07:16:16.434479,news.google.com/articles/CBMidWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2V1cm9wZS9taWNyb3NvZnQtcml2YWxzLWFza2VkLWlmLXRlYW1zLW9mZmVyLWFkZHJlc3Nlcy1jb25jZXJucy1ldS1kb2N1bWVudC0yMDIzLTExLTI4L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/3cRYznOO68BVGvhE0bVlLyhFRr-Is3ECTsG4-maaD08ek-6OsILKj-FO_0-PMdHZy0FHq7TRJtkRfFNSvjPWWsb1VfGp1O-aPka4iyhO59NaspVqB2ZPeThuVNy8qrlZcuEwQdnHYtgvsJ_lvijcvfbAUbZa5c0=s0-w200-h112-dcEeCAa1wC,Reuters,
19,Microsoft Stock Is Near a Record High. AI Should Keep the Rally ...,,3 days ago,2023-12-01 07:16:16.435408,news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmJhcnJvbnMuY29tL2FydGljbGVzL21pY3Jvc29mdC1zdG9jay1wcmljZS1yZWNvcmQtaGlnaC1haS1yYWxseS1lMDgxZWRjZNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/EuAwbnCNjpC-SUgau3cxXuaavP4q7ERBa089FnLhH2ewuufdrY7Tq4WxY0qMIVIpEU2VHQsKUFDcnVHxic06eW0TmoT5MpmQahapjZF9MyZM97ebrHud=s0-w200-h112-dcmUKQjCUI,Barron's,
20,3 Green Flags for Microsoft's Future,,Nov 27,,news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzExLzI3LzMtZ3JlZW4tZmxhZ3MtZm9yLW1pY3Jvc29mdHMtZnV0dXJlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/zVZLakETv3aH2z5pGcXrkYvVYfo-0vTUh2daK1jmllKK9zGUkTa9famSXh9rv-ClM0j8SSHOsnPi2jRDr2W4zgPeW8_UGofHEYonA8xZ-euAYwo9z-ieCUfX3xIWS6hMTiNQEA=s0-w200-h112-dcISWKzBkK,The Motley Fool,
21,Mount Pleasant approves Microsoft deal for data centers on ...,,6 days ago,2023-11-28 07:16:16.437174,news.google.com/articles/CBMiVGh0dHBzOi8vd3d3Lndwci5vcmcvbW91bnQtcGxlYXNhbnQtYXBwcm92ZXMtbWljcm9zb2Z0LWRlYWwtZGF0YS1jZW50ZXJzLWZveGNvbm4tbGFuZNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/wSgUJtfJIvLjDE2LzfcdMMO98DcUXNnICCXuvjWV_2hXxwn_2Q6zFrNd4Q1q6m3eXDOoeXxTpPX1xXJFXCeMKUjbd-IStY3CuvOhm_2M8XxHyUBYegvM6e2cVcceMg_DXVW2aQAkdFh3tirZbaIZt8xsGf2LsBO5cTnVhbzYeBKk-YkOTr2KJzigI6vfRKkRtVH_fXYABkqio89W8xSbsslVs2Skr1Uxxw=s0-w200-h112-dcESCIixUG,Wisconsin Public Radio,
22,Microsoft aspires to bring Xbox Game Pass to Nintendo and ...,,4 days ago,2023-11-30 07:16:16.438087,news.google.com/articles/CBMibGh0dHBzOi8vd3d3LmdhbWVkZXZlbG9wZXIuY29tL2J1c2luZXNzL21pY3Jvc29mdC1hc3BpcmVzLXRvLWJyaW5nLXhib3gtZ2FtZS1wYXNzLXRvLW5pbnRlbmRvLWFuZC1wbGF5c3RhdGlvbtIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/OyskxRWC6qmEnsG_dvceeXk0QLAvFbw2A2ke754GLvSlkfGBnkjRY3rngdRba_NPBnSOAebwEQrcDK-LCr_M1FKxfmLvfIqCW7l5nIayDAb-dVXv6KQiS-dgWXB2_Hyuf4V4POXYAHW7xXyBmn3CsuhTlXss6_XbBseLxYwc-7dBeerM2R_hIVAg6aG-zbawKlKqlOBH2zUJISGENMZJnDsDyBErjlgV5y00tAqv2Lzv8UFrCK0=s0-w200-h112-dcASCeKRoK,Game Developer,
23,Microsoft's Xbox Game Pass users get 14 new games in December,,3 days ago,2023-12-01 07:16:16.438952,news.google.com/articles/CBMiU2h0dHBzOi8vcmVhZHdyaXRlLmNvbS9taWNyb3NvZnRzLXhib3gtZ2FtZS1wYXNzLXVzZXJzLWdldC0xNC1uZXctZ2FtZXMtaW4tZGVjZW1iZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/FhfSrfGDQgQQCZCTbQ5ZS_18GFRg9nKcRl4RD4QYXVJAWzluSTFOMtzEJBo7H8Buk8qfcQd-nqVl0cYH_Tk84IjUPle31IQnIPtAkNe8emOBP6mBml3R1hmgmmU=s0-w200-h112-dcCQCGhj4E,ReadWrite,
24,Could Microsoft Become the Most Important Stock in the Nasdaq ...,,6 days ago,2023-11-28 07:16:16.439861,news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzExLzI4L21pY3Jvc29mdC1tb3N0LWltcG9ydGFudC1zdG9jay1uYXNkYXEtZG93L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/tRGcV2MpSonXHOMVYpTE4ArVb6f-Jq3UxTan92qFfhKOGEAeD00oq4pTlkwhqWwABkb_tDBvFJbeeINmOLHHc6ofzZ8ai1deAsfindMizxT6mvnQ6uKn-40Jkzc8Noro9QtKQaGANkEJH5VWjyiFQKjWlvE=s0-w200-h112-dcCWiOpqYH,The Motley Fool,
25,CGI joins Microsoft Intelligent Security Association (MISA),,Nov 27,,news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvY2dpLWpvaW5zLW1pY3Jvc29mdC1pbnRlbGxpZ2VudC1zZWN1cml0eS1hc3NvY2lhdGlvbi1taXNhLTMwMTk5NzM4NS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,,PR Newswire,
