,title,desc,date,datetime,link,img,media,site
26,Can Sony and Microsoft bring blockchain to gaming consoles?,,5 days ago,2023-11-29 07:16:16.441697,news.google.com/articles/CBMiTmh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9zb255LW1pY3Jvc29mdC1icmluZy1ibG9ja2NoYWluLWdhbWluZy1jb25zb2xlc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/_PJIh_cr2NrGxO59wqHO3SSIWHY6KfPrlNe4aYA9lHDSmnkC05xkh9zfIX0uvSu1sNtRLyclTx3bs8zD0U1Kg1KR5rDH7f1NE_LbikTDNnswsVzbIaua0DnsRdATV3aMd_tkSxEQabD13WIqsWkzaNv2TgR_x-hb9vasyNRXKsUuTMzxQLL_yLA3-gB3IhFIHseG12pOO-FgloqiIbUus4LPS1g3Xlh0evjjIuoL9K5pw-YSrTT6Cg2DG_wSRTp8TPQiSCHa0yWKbwkfWwQLRjWocw=s0-w200-h112-dcARGGBpkG,Cointelegraph,
27,"Microsoft to Cut 365 Browser Extension, Despite its Wild Popularity",,6 days ago,2023-11-28 07:16:16.442620,news.google.com/articles/CBMiM2h0dHBzOi8vdGVjaC5jby9uZXdzL21pY3Jvc29mdC10by1jdXQtMzY1LWV4dGVuc2lvbtIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/UuY77R1M7bvSaRU9FH2xcmrK0xDyVDszs2crgfAuQBV0yhvnpywm4C4a-MVY0RE5ElkXQ9HirXMdYDT044nk9FIJGAYK0n7lstRhXBvLMFhL5U4ayjwRWrStlaw3__jmgmDZVmN6kLpHUnbWl3X0cU1-RcBEaPWAG-5L2xQOLB4HyaccDCQiOfYm3kE5khyW=s0-w200-h112-dckUOUi6UI,Tech.co,
28,Microsoft Is Testing a Windows 11 Energy Saver Mode,,4 days ago,2023-11-30 07:16:16.443530,news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LnBjbWFnLmNvbS9uZXdzL21pY3Jvc29mdC1pcy10ZXN0aW5nLWEtd2luZG93cy0xMS1lbmVyZ3ktc2F2ZXItbW9kZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/kc7fwI1SDIOWqDJJ4rY0kVGZ789O3OZ5U9NnusHisGE7Hqr2d_q3u1GA9w7qGXxwvL8oOgd-egC285wRcfj77rMwGHKtjKPBz497-aG8Kq7-U8l2MEUnFnOaSm3Xyek4XhowIZoKLZW1Yw=s0-w200-h112-dcjTOMKZ4G,PCMag,
29,Can Microsoft Stock Reach $475? Top Analyst Weighs In - TipRanks ...,,4 days ago,2023-11-30 07:16:16.444433,news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnRpcHJhbmtzLmNvbS9uZXdzL2FydGljbGUvbWljcm9zb2Z0LWdldHMtYS1uZXctc3RyZWV0LWhpZ2gtcHJpY2UtdGFyZ2V0LTLSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/5PCWyY2LQCZgfskbt1IXNxBvI9aYMTmyo_o3KduCrjoxb2JFhEDvaGzUsjLYg04ez3j2o6QdtoNe7WawZwBK1pYWgwwwghAA_U5zLM6CU-k6zxNS4W0DvstKgMJVzV6mdporoAg=s0-w200-h112-dcleOMi8kE,TipRanks,
30,Microsoft Stopped Announcing Xbox Console Sales Because It ...,,4 days ago,2023-11-30 07:16:16.445340,news.google.com/articles/CBMieWh0dHBzOi8vd3d3Lmlnbi5jb20vYXJ0aWNsZXMvbWljcm9zb2Z0LXN0b3BwZWQtYW5ub3VuY2luZy14Ym94LWNvbnNvbGUtc2FsZXMtYmVjYXVzZS1pdC1jYXJlcy1tb3JlLWFib3V0LWNvbnRlbnQtc2VydmljZXPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JHdI5WOV3I5RJ_0-CnUFm9NAjEnqm8k5pHV7U4GTuoLfZxhZNYGhIRxJoAYpSsQ5Kw6aO_6GHFxc2KJl_nHWJPBeD8y4DgKnwdFfNODQaNk0otbAqn0N6Z25AgXa3jv1yZ_FUpeqLCkwfCyF4Wi_9hOaL3nmxy6vRjQ=s0-w200-h112-dcHWOMLa0G,IGN,
31,Samsung Internet Browser Comes to the Microsoft Store,,5 days ago,2023-11-29 07:16:16.446179,news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LnRodXJyb3R0LmNvbS9jbG91ZC8yOTM3NTEvc2Ftc3VuZy1pbnRlcm5ldC1icm93c2VyLWNvbWVzLXRvLXRoZS1taWNyb3NvZnQtc3RvcmXSAQA?hl=en-US&gl=US&ceid=US%3Aen,,Thurrott.com,
32,"Activision, Microsoft Deal Fight Centers on 'Broad' Delaware Law",,4 days ago,2023-11-30 07:16:16.447088,news.google.com/articles/CBMiYmh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL2lwLWxhdy9hY3RpdmlzaW9uLW1pY3Jvc29mdC1kZWFsLWZpZ2h0LWNlbnRlcnMtb24tYnJvYWQtZGVsYXdhcmUtbGF30gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/7H0fry5L6myEQHX4otjYjaDoF_vE-FxoU1P6CbDp9bV5kQWXU_a679fLt5uBrmy7P7dF0DS8jJ9YRtAqvwBUMINF3kRMAhmYBsudO2tL5R3x09Nwf4KUTbTkKPijPwBuEEE5KH0KBrYq00OEiLiZkHHoHBc41lMMQopNDdjygp4ZdDVf2_YhYZqBtladqo8xwRW_gn_cNc4WXaME8GUMzJjqlSRHcltVC6ktvAPkxR_Vs9Fmy2YFPdHBmuHC_URTUvLfKhm1gzgQq4BycCHxI8KJVJwQOgFwLVDiTnrXk9bq1jq9-FWYM7wTkCxbuFacGPDqSbI0TWol5Br9b8uKvH9rYkiNop6yqeFbK2NCDnmbIiw_dHe6LqEwU9IP0g=s0-w200-h112-dcCUCIKZ0I,Bloomberg Law,
33,What's New in Microsoft 365 - November 2023,,4 days ago,2023-11-30 07:16:16.447951,news.google.com/articles/CBMiSGh0dHBzOi8vd3d3LnNodS5lZHUvdGVjaG5vbG9neS9uZXdzL21pY3Jvc29mdC11cGRhdGVzLW5vdmVtYmVyLTIwMjMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/bW6j2SsqfXfr-DfeeHU02o4qSbvp4OYaXXSsJlSqV9MENDW1H51yIKx_LU7D1eAm9JPmfyYlxl2mbN4Skcdid-mir1XeFV7_G7Oco7Yl53gO5hB5Nw=s0-w200-h112-dcoXGI9CwF,Seton Hall University,
34,Authors Guild to add Microsoft in its lawsuit against OpenAI,,5 days ago,2023-11-29 07:16:16.448853,news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmNvdXJ0aG91c2VuZXdzLmNvbS9hdXRob3JzLWd1aWxkLXRvLWFkZC1taWNyb3NvZnQtaW4taXRzLWxhd3N1aXQtYWdhaW5zdC1vcGVuYWkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/qRRpcp-lRqooadEgBK88qp2WEMnQ30YngVagz44FZRzbkU1OJTkMEeq2JY074_uoCjVXlbz7HTVnaLq-PKglNUTw1sXli7ehNEDyNKXmytl2YQxNJWmHPMtEQsmagrY8CBCPiOSrPR_RLXyeC9UoGUd4sgg4z5Ncd2aRadQ1v3xDcqXz=s0-w200-h112-dcIdWGrsUD,Courthouse News Service,
35,"The Microsoft Surface Laptop Go 2: Perfect, if you don't pay full price.",,6 days ago,2023-11-28 07:16:16.449722,news.google.com/articles/CBMicWh0dHBzOi8vbWVkaXVtLmNvbS9AbGlicmFyeXRlY2gvdGhlLW1pY3Jvc29mdC1zdXJmYWNlLWxhcHRvcC1nby0yLXBlcmZlY3QtaWYteW91LWRvbnQtcGF5LWZ1bGwtcHJpY2UtNGFjZTYzMDdkYTYy0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Zt9LY-y5Kmnoy--CBtUCrRULZmqUGsLuT41TzpxJMJZJkhNzMSRAcZLxk9dejwT3DkuMBi4f2vVsF36NgmLL6qAZhZ_hES9Lr5L3YcMyTW7wVTt0NTPn5Q=s0-w200-h112-dcHQaSKoYM,Medium,
36,Microsoft's Xbox app update tips its cap to portable gaming with new ...,,5 days ago,2023-11-29 07:16:16.450624,news.google.com/articles/CBMidWh0dHBzOi8vd3d3LnBjd29ybGQuY29tL2FydGljbGUvMjE1ODAwNS9taWNyb3NvZnRzLXhib3gtYXBwLXVwZGF0ZS10aXBzLWl0cy1jYXAtdG8tcG9ydGFibGUtZ2FtaW5nLXdpdGgtbmV3LW1vZGUuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/-iXUTXv2D0TCZIzhI04rppI9YSWQDVQmz6PwOr5pgREotsL36tbnzkFEsPDlDheIt6rxVAdObrmklDX2TSQu-Yjn0VIRx0dqqu8OtynDpViBoJ5L_8YeAVEnkteCjvZ_36DQp1xH6AAkSIqqAeQc_ZLNMun03AfIAunKp-w=s0-w200-h112-dcgWGILbEF,PCWorld,
37,This is the best Microsoft Office deal on Cyber Monday,,Nov 27,,news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LnBjd29ybGQuY29tL2FydGljbGUvMjE1NTg4OC90aGlzLWlzLXRoZS1iZXN0LW1pY3Jvc29mdC1vZmZpY2UtZGVhbC1vbi1jeWJlci1tb25kYXkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/GMmyMv84iXKcu1QtjyGKn3hogoPZJUnBng0EdNZ5bPf8LK_aayTU51Kld-pjlRfOR38u83q-TkRlaJIsbjUmV7nn9d91p4U8OGy5iOCKY0EePOyA2YSuaUnCSfG9NgRGcP8Srcnw08snEzcUkhRFKPaAOA=s0-w200-h112-dcjTKGSKEE,PCWorld,
38,Microsoft security executive calls generative AI a 'super power' for the field,,Nov 27,,news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTEvMjcvbWljcm9zb2Z0LXNlY3VyaXR5LWV4ZWN1dGl2ZS1jYWxscy1nZW5lcmF0aXZlLWFpLWEtc3VwZXItcG93ZXIuaHRtbNIBZ2h0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIzLzExLzI3L21pY3Jvc29mdC1zZWN1cml0eS1leGVjdXRpdmUtY2FsbHMtZ2VuZXJhdGl2ZS1haS1hLXN1cGVyLXBvd2VyLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/ix0BSXEHQsZm218ocIVsR5fdw_eyXFooyaiQ74E4JSRyyuH8bZ8IycLjC8UKexBFqzkWmY-Wu6O0jCbeyoiLx2aKzKt-1Vor6UNBsnGMxjOtsIKvM2Rf-OcG1ZCEnwlskJbS6Jh1E3SQIu9mVAATqbQVjxd9SvhYfddY8SDfbUiSNfLaWza8uR8r6TAPfqvTL8htoTRYqA_HqZyzIyF-bpQOoYE6bqW_xGduxrbA=s0-w200-h112-dcAXOM5K4H,CNBC,
39,Xbox Teasing Big Announcements for The Game Awards 2023,,6 days ago,2023-11-28 07:16:16.453382,news.google.com/articles/CBMiR2h0dHBzOi8vZ2FtZXJhbnQuY29tL3hib3gtdGhlLWdhbWUtYXdhcmRzLTIwMjMtYmlnLWFubm91bmNlbWVudHMtdGVhc2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/2O93VFGrJg4Dvt2kx8HjfrIsxAJyJnN19QHTyM9lGVmnhU9L2MXi9p_2WHgJWESjMMHRe7B34yXjJqBW2Ex4eR-GwqFcPW8BFixXMWpf3uIwnAKntgTow4cXUwYuQhL1EAi-YI33OIZEXTaykgH_AaBOGPvCfjwdfvl1WMlQso8QIQq15CNDCXy0delWjCd0VSYRo7T9lYrEAi6QwVMV=s0-w200-h112-dcGWSCSS4G,GameRant,
40,Microsoft opens sources ThreadX under MIT license,,6 days ago,2023-11-28 07:16:16.454301,news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzExLzI4L21pY3Jvc29mdF9vcGVuc19zb3VyY2VzX3RocmVhZHgv0gFLaHR0cHM6Ly93d3cudGhlcmVnaXN0ZXIuY29tL0FNUC8yMDIzLzExLzI4L21pY3Jvc29mdF9vcGVuc19zb3VyY2VzX3RocmVhZHgv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/0KoeCr593wI8nVclthr4hxZR116AfEcwKcRe9zE9ljyUfqsGUfcs_1qobqUK1ewN-mxz75Erp1bOfFqyMtStk_afJacGvfPfruhBB26QI_ppib6d57jw=s0-w200-h112-dcAUCGIzcG,The Register,
41,Microsoft gives up on internet search to build a better AI brand,,6 days ago,2023-11-28 07:16:16.455237,news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmNvbXB1dGVyd29ybGQuY29tL2FydGljbGUvMzcxMTQ2MC9taWNyb3NvZnQtZ2l2ZXMtdXAtb24taW50ZXJuZXQtc2VhcmNoLXRvLWJ1aWxkLWEtYmV0dGVyLWFpLWJyYW5kLmh0bWzSAXdodHRwczovL3d3dy5jb21wdXRlcndvcmxkLmNvbS9hcnRpY2xlLzM3MTE0NjAvbWljcm9zb2Z0LWdpdmVzLXVwLW9uLWludGVybmV0LXNlYXJjaC10by1idWlsZC1hLWJldHRlci1haS1icmFuZC5hbXAuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/y7xQSBdxw-UM7eleAwMTYl_yvNBNMkjgJgW4d4PltYAfhRso6gfZNmzrGWtc-1rjgDjS5qCz_V1CTis7GF8qXrnb4ou6jkJd1JWX_z1NEIRumu4H13TryKTogGjjZUS7OoLW7ldhbgqvUmhJoma5TxgtkqmWmWHuqbpw6NI_Vuy4afw-WqPBLd9cNw=s0-w200-h112-dcrVWOzqUF,Computerworld,
42,Senators Question KPMG Role in Microsoft Profit-Shifting Scheme,,4 days ago,2023-11-30 07:16:16.456146,news.google.com/articles/CBMiYmh0dHBzOi8vd3d3LnByb3B1YmxpY2Eub3JnL2FydGljbGUvc2VuYXRvcnMtcXVlc3Rpb24ta3BtZy1yb2xlLWluLW1pY3Jvc29mdC1wcm9maXQtc2hpZnRpbmctc2NoZW1l0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/9vdjnJW00ewXnPXZxaOVJPnD6PLhwg5qRsXdDEftnGn7hMY0IsrE7Xk6bV-4cGVN0ArqNKqS91FoBeMp1y7bkkFIoU5Zkn2COsPi9BAxb8r7XpEi4sNLC6OG7TfGRs3ieVQVX147sHNq_J7iu_JQWxC8i0b2UL1aq80RTmkekFaWRYTMH-jvVxvmlrd24FImQYiLpc6mCdqAlaS90ctcSwf3cuCdqBfdUHUd-JNqC-SLhu0wza66YRwwLggomzuc5w8h0M-m=s0-w200-h112-dcAVAE,ProPublica,
43,This habit helped Bill Gates change careers after retiring from Microsoft—despite being 'very monomaniacal’ at the time,,16 hours ago,2023-12-03 15:16:16.457046,news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTIvMDMvaG93LXJlYWRpbmctaGVscGVkLWJpbGwtZ2F0ZXMtY2hhbmdlLWNhcmVlcnMtYWZ0ZXItbWljcm9zb2Z0Lmh0bWzSAWVodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMy8xMi8wMy9ob3ctcmVhZGluZy1oZWxwZWQtYmlsbC1nYXRlcy1jaGFuZ2UtY2FyZWVycy1hZnRlci1taWNyb3NvZnQuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JF30VtOFFL3YjehK9R7eh6uvoCLFelEqHKgzb-3KKWizKUQ6sJ7ZvhnNcHrDMqN2Z_Qm8Bw0U1vD8leTfqsZ13GqDy2-Ce-xVMIqsWpGjSFtZUgaka3NFmeKZUFA-nVeYfhbWbrdXg-GSIkmzUTdbPfEvXbq9N2PU6bATC56J0DRklGwzGv5PvkF81jYqbSLz78D0nSv9Xxw89HmYwcDLvqCOAvhAUfLzUkC7HtR4D64KIwyf-Dkg9fuzH2L-z8fMMoP3pXltPmMaOY3EbQJbvA=s0-w200-h112-dcIVeQKyoI,CNBC,
44,CRITICALSTART® and Microsoft Kick-off Threat Protection ...,,6 days ago,2023-11-28 07:16:16.457935,news.google.com/articles/CBMigQFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2NyaXRpY2Fsc3RhcnQtYW5kLW1pY3Jvc29mdC1raWNrLW9mZi10aHJlYXQtcHJvdGVjdGlvbi1kZWxpdmVyZWQtcm9hZHNob3ctMzAxOTk5NzI2Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/DXrfCLAPMV3mTcd5O8-3I_byQxaQB-gzQAXL4JNGKM5SZHOjspg5-bbpG5Dsramrf8F6W21xU8_3HlieEeUNJVQxrxBDvBLY7xnDTMXJeE_aoqWrtx0ZNYuxWXhKjlAqmshUo6Y=s0-w200-h112-dcAaCUljjngc8B,PR Newswire,
45,Microsoft Previews Free Azure Expert Assessment for Cloud ...,,5 days ago,2023-11-29 07:16:16.458799,news.google.com/articles/CBMiUGh0dHBzOi8vcmVkbW9uZG1hZy5jb20vYXJ0aWNsZXMvMjAyMy8xMS8yOS9henVyZS1leHBlcnQtYXNzZXNzbWVudC1vZmZlcmluZy5hc3B40gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/NhUmxv3GLnSEGKTIphavviho92OLHm5SLXKLvxm47NsGiwkLIUbUit_bulY2XHIS_y_V3IHppqhT4xsDSgV4g4eOykliz1prLi0VmT5OZigFdTo6YuLEEDt3Bl7OCBbjdAEsrGGzH5AcXmuJYWbnlC9xjX0CPaaV=s0-w200-h112-dcIRSGzcHka8YC,Redmondmag.com,
46,Flywheel partners with Microsoft on AI,,6 days ago,2023-11-28 07:16:16.459660,news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LnJlc2VhcmNoLWxpdmUuY29tL2FydGljbGUvbmV3cy9mbHl3aGVlbC1wYXJ0bmVycy13aXRoLW1pY3Jvc29mdC1vbi1haS9pZC81MTE5OTIz0gFiaHR0cHM6Ly93d3cucmVzZWFyY2gtbGl2ZS5jb20vYW1wLXBhZ2UuaHRtbD9pZD01MTE5OTIzJm5hbWU9Zmx5d2hlZWwtcGFydG5lcnMtd2l0aC1taWNyb3NvZnQtb24tYWk?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/yjARtwhNdyLsNVliIcLwJDiNNfvICmll9ckmCRgeg7NtYZSraEjQdaMLihium7G6hk7fRWtjrVldCUgdojVeDzsgQsU4s5BL2udBvRlMTsQInyjVSPX65sqoxPddQwPyPmc1wdmdAPet=s0-w200-h112-p-df,Research Live,
47,Microsoft ML.NET 3.0 expands deep learning capabilities,,5 days ago,2023-11-29 07:16:16.460512,news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmluZm93b3JsZC5jb20vYXJ0aWNsZS8zNzExMzgzL21pY3Jvc29mdC1tbC1uZXQtMy0wLWV4cGFuZHMtZGVlcC1sZWFybmluZy5odG1s0gFdaHR0cHM6Ly93d3cuaW5mb3dvcmxkLmNvbS9hcnRpY2xlLzM3MTEzODMvbWljcm9zb2Z0LW1sLW5ldC0zLTAtZXhwYW5kcy1kZWVwLWxlYXJuaW5nLmFtcC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Pt5rZtRQM4EU2nBsD1sjfWaFLCSl5XAzc7fQEX1qkccols_IfUL9qj4KOh7iprB2bt2NNoZNzTVmNz4RyF8v034_be7WyhRG73IYsd8d_zk1Mf595bbxqZTZ8d1ULVto6tnabpkYFwLgwsCiPT5TfDTgCSolexUMDvkOqaaQrAyWG5pdFDBhPDBL39ZSUdwIXA8uJ_OWVu7H3LLZX-Bcw17g1zvZMIWl85gQ9k6qcnf0zH9QImZk0cWOM2I7TXrzkNz4Xi1MJsYLZIIIgWmcFCxxrTr9S8Ne551uqvxdPR1iShI1gIwp92_SdYWmFFrMlUjlWQ=s0-w200-h112-dcJTOOjiEI,InfoWorld,
48,Microsoft Warns of Malvertising Scheme Spreading CACTUS ...,,2 hours ago,2023-12-04 05:16:16.461618,news.google.com/articles/CBMiTWh0dHBzOi8vdGhlaGFja2VybmV3cy5jb20vMjAyMy8xMi9taWNyb3NvZnQtd2FybnMtb2YtbWFsdmVydGlzaW5nLXNjaGVtZS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/HXu5lrmdg0pjxTQ8JfekX-e8AVp5yCEHvi7dSylFb2d7CxddLrDcrspriZEAtiBVqyl9AFogBOfAwKWcvembwU4wtrZ3uRwtA-Xu_YcXRvt5Pl6OmYYj2vQi7N-ddpWDdjuHcurKaT4TvPP5yr60lew-lcKMaLHwgbW5Afw5cvEOh-8cxhgarHJXexrh-Q3LmxtLVWeMvFZg4ogv6NdOecL3KqmNJfyTl4BuDyoPrvEh-uz9rUQChW_plR9cMxBiDXtCL2RAiZ4564YRTrTCdOsuNsjpCTPScmn4KcolhU-nL_8FDoH2ax-BIk9HhDHVr6VygpYqDQgOFXf9_J3Xza4SEenWBoRSmjY7ZATdNewe5aA6MtdtYROwS0rKlyB4GUcK-Ko4A1zhryDDFE-v58KKkg=s0-w200-h112-dcpWSQrS0H,The Hacker News,
