,title,desc,date,datetime,link,img,media,site
76,"Microsoft .NET MAUI devs vent over bugs backlog, response times",,5 days ago,2023-11-29 07:16:16.487001,news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzExLzI5L21pY3Jvc29mdF9uZXRfbWF1aV9kZXZzX3VuaGFwcHkv0gFLaHR0cHM6Ly93d3cudGhlcmVnaXN0ZXIuY29tL0FNUC8yMDIzLzExLzI5L21pY3Jvc29mdF9uZXRfbWF1aV9kZXZzX3VuaGFwcHkv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/E5bpnQqufRT6f8uobrwjRgiQHSz7zRLU-3OjZS9I8-nGOxjL9uHOZRSxqPOuGaq1W8Yn-e5QaLbbfI9DkxpsUJ099QaB=s0-w200-h112-dcmTgM,The Register,
77,"Microsoft may release Windows '12' in June 2024, dedicated AI ...",,3 days ago,2023-12-01 07:16:16.487898,news.google.com/articles/CBMidWh0dHBzOi8vd3d3Lm5lb3dpbi5uZXQvbmV3cy9taWNyb3NvZnQtbWF5LXJlbGVhc2Utd2luZG93cy0xMi1pbi1qdW5lLTIwMjQtZGVkaWNhdGVkLWFpLWhhcmR3YXJlLW1pZ2h0LWJlLXJlY29tbWVuZGVkL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/_s9bh8ty_6orT6CBVCgKYzVt57Rih0i6vyZHy2T5I4egIkUXcih3EZ43soEj7kkuOQxOuDj2zBuzGZqF96tLtLs1HGFT29YdeudVx8I_u_DDrYwLH60cHM_WGc5zZg8HsQtqVMgL7qVUZB9CS1A=s0-w200-h112-dcHVSCjLkD,Neowin,
78,Meta + Microsoft – The Formula for VR Success in Business?,,5 days ago,2023-11-29 07:16:16.488803,news.google.com/articles/CBMiZGh0dHBzOi8vd3d3Lm5vaml0dGVyLmNvbS92aWRlby1jb2xsYWJvcmF0aW9uLWF2L21ldGEtbWljcm9zb2Z0LSVFMiU4MCU5My1mb3JtdWxhLXZyLXN1Y2Nlc3MtYnVzaW5lc3PSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/t4lQ6_4lrUEYACsHc0gI9PNTSMkf5ZWbwrg3lctF1kJQDBjGer40GLwaGMiieOyexx86Qjl4aZywYoM5SLADq9_X7-Vqfj2hK7EhBfzIkHAnjadQUGx-97c1hoe0qP1g3xMrlIbePzBRG1J39Hj55nvE80t3qZfFxLjZzUO-LSMx=s0-w200-h112-dcLTKIMKEG,No Jitter,
79,Stocks This Week: Buy Microsoft And KLA Corporation,,Nov 27,,news.google.com/articles/CBMibWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZ3JlYXRzcGVjdWxhdGlvbnMvMjAyMy8xMS8yNy9zdG9ja3MtdGhpcy13ZWVrLWJ1eS1taWNyb3NvZnQtYW5kLWtsYS1jb3Jwb3JhdGlvbi_SAXFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2dyZWF0c3BlY3VsYXRpb25zLzIwMjMvMTEvMjcvc3RvY2tzLXRoaXMtd2Vlay1idXktbWljcm9zb2Z0LWFuZC1rbGEtY29ycG9yYXRpb24vYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/0GEdmlWNyVT4O6P0D6-BRjtmhQElR1NnZku-XLdMWB9XUOja6okRLE5zf616MwyHGUvjNJlo-rvi9YYa3-VKQs8h5_lBtbA0HWdtoC3m4SaKzWYh-Si4Pm7fYsH2piN4OR7N_ElPbM189xgHYfhI9gGqSXgF30Fdx4mDJ1RwOgXHd40VtDQ2fXDUIpzJgGtKLHboo7VQ7nodnoNsv1o=s0-w200-h112-dcAVWWzR0J,Forbes,
80,Microsoft Xbox just released an Official Limited Edition wristwatch for $80,,5 days ago,2023-11-29 07:16:16.490603,news.google.com/articles/CBMicmh0dHBzOi8vd3d3LnlhbmtvZGVzaWduLmNvbS8yMDIzLzExLzI5L21pY3Jvc29mdC14Ym94LWp1c3QtcmVsZWFzZWQtYW4tb2ZmaWNpYWwtbGltaXRlZC1lZGl0aW9uLXdyaXN0d2F0Y2gtZm9yLTgwL9IBdmh0dHBzOi8vd3d3LnlhbmtvZGVzaWduLmNvbS8yMDIzLzExLzI5L21pY3Jvc29mdC14Ym94LWp1c3QtcmVsZWFzZWQtYW4tb2ZmaWNpYWwtbGltaXRlZC1lZGl0aW9uLXdyaXN0d2F0Y2gtZm9yLTgwL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/hWib-rnJjkxlu_iIOy_6oTTJ3hk7hnfQ0qJ-LAu_LSqDSkiERAqbNJGQM1hWwEeLB6jCcrtWfFqXFXmHDECUtiEdEIE40_NtsDt6A2kggHfg1zcXC7KQTpEnv8c73k0JvjKkVd-a-HC8y8aHdEpJ9F2tLjlO=s0-w200-h112-dcqWWOzS0H,Yanko Design,
81,Microsoft Employees Gave OpenAI's CEO Drama an Amazingly ...,,3 days ago,2023-12-01 07:16:16.491773,news.google.com/articles/CBMiOWh0dHBzOi8vZnV0dXJpc20uY29tL3RoZS1ieXRlL21pY3Jvc29mdC1vcGVuYWktZHJhbWEtbmFtZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/as8m6Hv-3VG-7OqELBdwJ9Cth2H_Qua5mhK-Tm0YykeL99SFfLPOpk4kV8uNrMrxANNbuNfweaj82PLmJP3f_aliqCnzH-EbyJdzb-Zl8fkI-qgdUhZ8gDUd-ITH5Klrgg=s0-w200-h112-dcpRSCrRkH,Futurism,
82,Tax Risk Is Growing for Companies. Trouble Ahead for Cisco ...,,3 days ago,2023-12-01 07:16:16.492758,news.google.com/articles/CBMidWh0dHBzOi8vd3d3Lm1vcm5pbmdzdGFyLmNvbS9zdXN0YWluYWJsZS1pbnZlc3RpbmcvdGF4LXJpc2staXMtZ3Jvd2luZy1jb21wYW5pZXMtdHJvdWJsZS1haGVhZC1jaXNjby1zeXN0ZW1zLW1pY3Jvc29mdNIBAA?hl=en-US&gl=US&ceid=US%3Aen,,Morningstar,
83,Choosing the Right Microsoft Dynamics 365 Consulting Services,,4 days ago,2023-11-30 07:16:16.493672,news.google.com/articles/CBMiZGh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMTEvY2hvb3NpbmctdGhlLXJpZ2h0LW1pY3Jvc29mdC1keW5hbWljcy0zNjUtY29uc3VsdGluZy1zZXJ2aWNlcy_SAWhodHRwczovL3NlY3VyaXR5Ym91bGV2YXJkLmNvbS8yMDIzLzExL2Nob29zaW5nLXRoZS1yaWdodC1taWNyb3NvZnQtZHluYW1pY3MtMzY1LWNvbnN1bHRpbmctc2VydmljZXMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/fl5xDf7qMjt7YPzNooq-8R-haNg0b4699xuJkIogyFRK6n2YFueq_XCJyd_teR5477YAO3mCxtemkO61zlOmzSHfTf9RGu0VohgJun7VRoZ3w_Y9uDd4bNvTA8HmiQ0hujayWIZGNngbb9DYLo1M=s0-w200-h112-dcgSKIE6FowXAB,Security Boulevard,
84,"Synopsys Partners with AMD, Intel, and Microsoft to Advance ...",,Nov 27,,news.google.com/articles/CBMiiAFodHRwczovL3d3dy5kYXRhbmFtaS5jb20vdGhpcy1qdXN0LWluL3N5bm9wc3lzLXBhcnRuZXJzLXdpdGgtYW1kLWludGVsLWFuZC1taWNyb3NvZnQtdG8tYWR2YW5jZS1nZW5lcmF0aXZlLWFpLWluLXNlbWljb25kdWN0b3ItaW5kdXN0cnkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/BZ3ITYzjIOgoLnu2OFKVlMumk4qjhbI162xquPtIRl_DNfsn6IxX-6asUtsp9z9HxNVdHjbF_Zx7IL-Zf2h_6vo1xorOYKQDfOP2XLPc1UMU-Prx4o3qRu8Tlg=s0-w200-h112-dciZEU,Datanami,
85,"Microsoft improves sharing, inking and Task Manager in Windows ...",,5 days ago,2023-11-29 07:16:16.495431,news.google.com/articles/CBMid2h0dHBzOi8vYmV0YW5ld3MuY29tLzIwMjMvMTEvMjkvbWljcm9zb2Z0LWltcHJvdmVzLXNoYXJpbmctaW5raW5nLWFuZC10YXNrLW1hbmFnZXItaW4td2luZG93cy0xMS13aXRoLWtiNTAzMjI5Mi11cGRhdGUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/gYJYviOptRNxnDjpVBhg-toCRIHkt471zAbkYW0mVdNYG93FzIrD8AqcchJ4D-7KjAx9sFrOxLc3czSFjSMeDAb6xHyxyEl1nuCHFkmm0NE6rI0netAJbrv0TUB6MSeRbXfcjCI=s0-w200-h112-dcDSSShyIJ,BetaNews,
86,Microsoft Seemingly Developing an AI Therapist,,Nov 27,,news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnVjdG9kYXkuY29tL2NvbGxhYm9yYXRpb24vbWljcm9zb2Z0LXNlZW1pbmdseS1kZXZlbG9waW5nLWFuLWFpLXRoZXJhcGlzdC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/N0kqwQBoypi6-hpu3rXmqKDB40FK-AM4dbDJThp6bZVfOEGuL5Y7GC8ruFFGaXZNLemNeRCBId6oGrBPwiUz7hztrcwqFJ7iMiJIFx1Rr4LGU4YUCKliZXf4ctvW_nsJsKdDybgFFAMi2Pm9v4YGniecCw_CtP2OaDH9RKt7MsaT3PEjkJHy3SauMIiwEw=s0-w200-h112-dcJUKMrSXnTK8B,UC Today,
87,NewsGuard sells taxpayer-backed 'fact-checking' tools to Microsoft's Bing Chat: report,,6 days ago,2023-11-28 07:16:16.497214,news.google.com/articles/CBMiYmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzExLzI4L2J1c2luZXNzL25ld3NndWFyZC1zZWxscy10YXhwYXllci1iYWNrZWQtZmFjdC1jaGVja2luZy10b29scy1yZXBvcnQv0gFmaHR0cHM6Ly9ueXBvc3QuY29tLzIwMjMvMTEvMjgvYnVzaW5lc3MvbmV3c2d1YXJkLXNlbGxzLXRheHBheWVyLWJhY2tlZC1mYWN0LWNoZWNraW5nLXRvb2xzLXJlcG9ydC9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Y1DKfxEysd-jTkPrxa-vDH0-IO7S81_4s_MpmfnwbMpg1LunfdvOFEp6KKBVenEKtlZnFGvlGHe2yoIld2SGLjJVv0nCXgS4cEJTg_wmJGD3GLVt1o0fugcRT5Xj8XYCuja0dCKaL3tIJqG6ehGX49cdDIgRmQ84aha30Z5S80IFcoOaMW7tqWz410POACovagRd9Q=s0-w200-h112-dcgQSqpAkM,New York Post ,
88,Microsoft Gaming CEO Phil Spencer hints at Xbox achievement improvements and more,,3 days ago,2023-12-01 07:16:16.498110,news.google.com/articles/CBMibmh0dHBzOi8vd3d3Lm5lb3dpbi5uZXQvbmV3cy9taWNyb3NvZnQtZ2FtaW5nLWNlby1waGlsLXNwZW5jZXItaGludHMtYXQteGJveC1hY2hpZXZlbWVudC1pbXByb3ZlbWVudHMtYW5kLW1vcmUv0gFtaHR0cHM6Ly93d3cubmVvd2luLm5ldC9hbXAvbWljcm9zb2Z0LWdhbWluZy1jZW8tcGhpbC1zcGVuY2VyLWhpbnRzLWF0LXhib3gtYWNoaWV2ZW1lbnQtaW1wcm92ZW1lbnRzLWFuZC1tb3JlLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/QTJRxV2QGoaWTEQQzb_Rptor7YbsU-BKG7xjmxk7x-UhYoSeSbzDTmnNPDfTpW0ObyH6gXtU3cdxjfxMKdFOLNRDtE8N4zSgIVPiHKdbGm7JDPSVisI601PJsu2P7h2zf5ztTG9vxmo093rK4cpMXCAK79xx4w=s0-w200-h112-dcLRWOzpEK,Neowin,
89,"IGEL and Imprivata Deliver First ""Tap-and-Go"" Experience for ...",,4 days ago,2023-11-30 07:16:16.499000,news.google.com/articles/CBMisQFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2lnZWwtYW5kLWltcHJpdmF0YS1kZWxpdmVyLWZpcnN0LXRhcC1hbmQtZ28tZXhwZXJpZW5jZS1mb3ItbWljcm9zb2Z0LWF6dXJlLXZpcnR1YWwtZGVza3RvcC1hbmQtd2luZG93cy0zNjUtY2xvdWQtcGMtdXNlcnMtMzAyMDAxNzk4Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/lcxeR5MDUglpgf2mY9pab_GY1AGInGEGVk5gnlgSKoRTJMTpSvSef-VpvDYEBGRdjHJYrg8mravR7IjHbjOcR4VGjyDAH4jVv7ObAsBjUVQkz6Vt9Ro=s0-w200-h112-dcDUCEMdkD,PR Newswire,
90,OneNeck Earns Four Microsoft AI Cloud Partner Designations,,6 days ago,2023-11-28 07:16:16.499902,news.google.com/articles/CBMicmh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvb25lbmVjay1lYXJucy1mb3VyLW1pY3Jvc29mdC1haS1jbG91ZC1wYXJ0bmVyLWRlc2lnbmF0aW9ucy0zMDE5OTk1MDIuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/vOn1SW82DTWb6R5nyQefsz9BE140EEYXyDkdV_Cm-8gAjLBQOd-d-AfrPcuDQVEKaXlckvYvmsKN-BBDs-dV6l0FAJBr0CRpl7mHGdFdd75iy54JH84QbLlXmtoiQUwO7BboLoLZS_i3i8HaT5i06zQhaE9O4Rc=s0-w200-h112-dcBaCOtUQF,PR Newswire,
91,"Over 20,000 vulnerable Microsoft Exchange servers exposed to attacks",,2 days ago,2023-12-02 07:16:16.500773,news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmJsZWVwaW5nY29tcHV0ZXIuY29tL25ld3Mvc2VjdXJpdHkvb3Zlci0yMC0wMDAtdnVsbmVyYWJsZS1taWNyb3NvZnQtZXhjaGFuZ2Utc2VydmVycy1leHBvc2VkLXRvLWF0dGFja3Mv0gF4aHR0cHM6Ly93d3cuYmxlZXBpbmdjb21wdXRlci5jb20vbmV3cy9zZWN1cml0eS9vdmVyLTIwLTAwMC12dWxuZXJhYmxlLW1pY3Jvc29mdC1leGNoYW5nZS1zZXJ2ZXJzLWV4cG9zZWQtdG8tYXR0YWNrcy9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Qr0kIRU8Odi2PPah7LZ6-SKlByinMKR3DRPwrmRfSJOn6877FcKlZ3fDOAZi3KSLt7k6JYftOzEa8Fni50u7ly3vbAokoHaF0te3qhEsRK0XPAukyVdR1wVlJ9w6yC21XNzms5yqzu4ISQ=s0-w200-h112-dcIaSUi7kG,BleepingComputer,
92,Direct Travel Unveils New Integration Between Direct2U and ...,,4 days ago,2023-11-30 07:16:16.501674,news.google.com/articles/CBMiV2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9kaXJlY3QtdHJhdmVsLXVudmVpbHMtaW50ZWdyYXRpb24tYmV0d2Vlbi0xNDAwMDAzNjEuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Ec285wLW-wwR-lHb7JHIfkO6zokn6GoOP4w5StND6Niv15VeFeBWsIpPAkUnxZRpi-zZHImztV3SpTxoasUOSaJfmHPZkzUccHd-rYoyJkgC95q5gbOKd7eRHrfk8pGIIyijeb0ZIW4=s0-w200-h112-dciXKMxrYmTAzanlQ,Yahoo Finance,
93,"Microsoft and IMDA to upskill 2,000 SMEs in Singapore by 2025 with ...",,6 days ago,2023-11-28 07:16:16.502547,news.google.com/articles/CBMihwFodHRwczovL25ld3MubWljcm9zb2Z0LmNvbS9lbi1zZy8yMDIzLzExLzI4L21pY3Jvc29mdC1hbmQtaW1kYS10by11cHNraWxsLTIwMDAtc21lcy1pbi1zaW5nYXBvcmUtYnktMjAyNS13aXRoLWRhdGEtYW5kLWFpLWNhcGFiaWxpdGllcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/HZX_1i3hqmRbpiOsMoIqI4G_kC0r6ZKe_ZFcrK48rriMhdh72t_tvXQwQmrsf1Dptjdof-XGzFua91lpMW73otbQAH5fN2OgoS8_hpkqFSAR613v57JYZVku26jBaYZBI2LjwGNkWA=s0-w200-h112-dcJSOGra0G,Microsoft,
94,Increases to Microsoft Corporation's (NASDAQ:MSFT) CEO ...,,3 days ago,2023-12-01 07:16:16.503424,news.google.com/articles/CBMiWmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9pbmNyZWFzZXMtbWljcm9zb2Z0LWNvcnBvcmF0aW9ucy1uYXNkYXEtbXNmdC0xMDA2NDU4NTguaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/yUAjFXKtgvyNhKnbzMIX3xJw514Ca9i1MXMFy-4H79AU3WAARjy9xmc8LbQktvMoDQuR7Y-Gxkkb4YqyO5loJdExh4KBb0T05-Uv6hYl9hQzQfoqG2uRhSKClZ2J6rQgdtWxI1BOj5CmDw=s0-w200-h112-dcIfOMTskE,Yahoo Finance,
95,Sam Altman-OpenAI board crisis: Microsoft CEO Satya Nadella took solace in cricket with updates on India vs Australia,,2 days ago,2023-12-02 07:16:16.504321,news.google.com/articles/CBMiuQFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL3RlY2hub2xvZ3kvbmV3cy9zdG9yeS9zYW0tYWx0bWFuLW9wZW5haS1ib2FyZC1jcmlzaXMtbWljcm9zb2Z0LWNlby1zYXR5YS1uYWRlbGxhLXRvb2stc29sYWNlLWluLWNyaWNrZXQtd2l0aC11cGRhdGVzLW9uLWluZGlhLXZzLWF1c3RyYWxpYS00MDc5NzYtMjAyMy0xMi0wMtIBvQFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC90ZWNobm9sb2d5L25ld3Mvc3Rvcnkvc2FtLWFsdG1hbi1vcGVuYWktYm9hcmQtY3Jpc2lzLW1pY3Jvc29mdC1jZW8tc2F0eWEtbmFkZWxsYS10b29rLXNvbGFjZS1pbi1jcmlja2V0LXdpdGgtdXBkYXRlcy1vbi1pbmRpYS12cy1hdXN0cmFsaWEtNDA3OTc2LTIwMjMtMTItMDI?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/3bkkz14caj7N_S9gky59i1v2GXZbhN4B-x2yj0BHoDkhO7CfBE7G2v4DROeRMHAO9Dvp5_SP5rzhw-skM1St5QwCTHIDKRLY1aog6_71GYTtlxX8r2bOoqDZv88cUCylPs8HTQWooJwi6S-FndpklxwJeAU40zmvattVT92-Aa4tcL7Ofw0ABwI=s0-w200-h112-dcAWGSAysog0oC,Business Today,
96,GPT-4's potential in shaping the future of radiology,,Nov 27,,news.google.com/articles/CBMiYmh0dHBzOi8vd3d3Lm1pY3Jvc29mdC5jb20vZW4tdXMvcmVzZWFyY2gvYmxvZy9ncHQtNHMtcG90ZW50aWFsLWluLXNoYXBpbmctdGhlLWZ1dHVyZS1vZi1yYWRpb2xvZ3kv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/zXlawjzcPNLAn1WanVJ6u9yPec26m09l_x2G-VuxxdTy5veu5aduEGUnU-GdnClEN26WJjIlc90_NA1swZRwmhvxpqk-SRbQ6nYZsbk43jlzijXv8DIY2TbQ-OLoLZPwvGhIOPPeZbkl8HT9ZAPlE_35-A=s0-w200-h112-dcjRKAEpGqeogC,Microsoft,
97,RapidFort's Platform Now Available in Microsoft Azure Marketplace,,6 days ago,2023-11-28 07:16:16.506050,news.google.com/articles/CBMiWGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9yYXBpZGZvcnQtcGxhdGZvcm0tbm93LWF2YWlsYWJsZS1taWNyb3NvZnQtMTUwMzAwNzI1Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/3BAjCF8a5ZnTceqETzWohhc_RaCN8AkBdYVAEgQhLaU3lt0N1tvKJGvyrcuWwas_UBUXOHQH6aEzaY5mC9yKQSmRWgsP8xkGBsJ3R6oilFDEjyUNlNpT9SjQ8USKFBp3Bj8_HZ6fSbyEyMEjJhIFhyuzbrgnL4fXpsZ9hzJJvWBAyDK52PEjX8CHGqVGoxVTL6UvefEOe2sN32rqQd3k0fd9RlQd2kfiNkaW5K4n-osqpa7OrBbcxYqpxk9QPpCHkE1jgfevr-Fftu3C-g=s0-w200-h112-dcCZCEpq7lmhJJCzY,Yahoo Finance,
98,"Cisco, Microsoft Are the Latest Sued Over Sensor System Patent",,Nov 27,,news.google.com/articles/CBMiYmh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL2lwLWxhdy9jaXNjby1taWNyb3NvZnQtYXJlLXRoZS1sYXRlc3Qtc3VlZC1vdmVyLXNlbnNvci1zeXN0ZW0tcGF0ZW500gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/-eOhUJw-7fOzRaUKUjpPq0UOtB014JOO3mf0PNxSPldiZCGdkuanZ2HkC5FDUboU9JW41rSiTnp-UIOpcsHJmZHqUx2qsUHGjnPC-5tJtmKqfZFgEJWQu_XXIAGok3E0jKztnsqJkao5iFAUzOS5cst2VbgKbm7gVPYaBAzS0vuHSYnW4CitRoHAJixRAB-JNy-ViQcTAYOe5BldBAun1mmTO4V_33MLRCTjv6K1ntFAF0k5A2B8ynfeb8joKHB2LBknnCz4HMJgcgeKILH7XTeGtt0-M-GNnMqM8n_3RCLN9UARGImfuiHX7jaT2uljUyehAAaDhDUg140xhB_daHpxnYa_s_QP5NcMEmI=s0-w200-h112-dcBVCMZjoF,Bloomberg Law,
99,Microsoft Brings AI to Logic Apps (Standard) with Workflow Assistant ...,,Nov 27,,news.google.com/articles/CBMiQGh0dHBzOi8vd3d3LmluZm9xLmNvbS9uZXdzLzIwMjMvMTEvbG9naWMtYXBwLXdvcmtmbG93LWFzc2lzdGFudC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/sfIU4AisHa9kf1z0o77DKKu_5egk7xnxAYPR7tgFIj2l6DIZ43cXTGP-rH5IKLpGMFuKnWJBIRwvJyU2c0yAT_6ACXKcSgr3WUwzcObfxDiFeRIRr0PcQuK08So5CPVHRbM6bkPx8uTBg-RPLKaRLAsUefbCieK_8hXki8zi-nG5rZReLutqTfrYXx7VVAf8=s0-w200-h112-dcgWGCLTHmRfIA,InfoQ.com,
